evidence_cohort,comparison_id,dataset,model,comparator_method_id,reference_method_id,metric,paired_sample_definition,effect_size,ci_lower,ci_upper,raw_p_value,holm_adjusted_p_value,significant,direction,status,reason,interpretation,source_artifact,source_sha256
prompt16_final_amended,p16-oot-comparison-036,homecredit_model_stability_2024,lr,boruta_then_rfe_catboost,rfe_catboost,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-037,homecredit_model_stability_2024,lr,boruta_then_mrmr_mutual_information,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-038,homecredit_model_stability_2024,lr,boruta_then_mrmr_mutual_information,mrmr_mutual_information,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-039,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,iv_woe,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-040,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,lasso_l1_logistic,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-041,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,rfe_catboost,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-042,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-043,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,catboost_shap,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-044,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,mrmr_mutual_information,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-045,homecredit_model_stability_2024,lr,statistical_normalized_average_rank,cross_dataset_rank_voting_v1,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,unavailable_due_to_unresolved_historical_provenance,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-046,homecredit_model_stability_2024,catboost,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.0152901459060591,0.013155132439062,0.0174324739673217,8.86833395003003e-46,8.86833395003003e-46,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-047,homecredit_model_stability_2024,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-048,homecredit_model_stability_2024,catboost,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.046809778152332,0.0436471971428636,0.0498221985351991,3.12703599461611e-202,3.12703599461611e-202,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-049,homecredit_model_stability_2024,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-050,homecredit_model_stability_2024,catboost,iv_then_boruta,iv_woe,roc_auc,identical frozen OOT rows; 304916 aligned,0.0564789393813971,0.0531374089794166,0.0597343576921758,2.52987805811866e-254,2.52987805811866e-254,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-051,homecredit_model_stability_2024,catboost,iv_then_boruta,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-052,homecredit_model_stability_2024,catboost,boruta_then_rfe_catboost,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-053,homecredit_model_stability_2024,catboost,boruta_then_rfe_catboost,rfe_catboost,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-054,homecredit_model_stability_2024,catboost,boruta_then_mrmr_mutual_information,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-055,homecredit_model_stability_2024,catboost,boruta_then_mrmr_mutual_information,mrmr_mutual_information,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-056,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,iv_woe,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-057,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,lasso_l1_logistic,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-058,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,rfe_catboost,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-059,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,boruta_random_forest,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-060,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,catboost_shap,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-061,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,mrmr_mutual_information,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-062,homecredit_model_stability_2024,catboost,statistical_normalized_average_rank,cross_dataset_rank_voting_v1,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,unavailable_due_to_unresolved_historical_provenance,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-063,homecredit_model_stability_2024,lr,llm,mrmr_mutual_information,roc_auc,identical frozen OOT rows; 304916 aligned,-0.0414630081812846,-0.0471452614584249,-0.035748995792929,8.3687947118803e-46,1.67375894237606e-45,True,non-positive,completed,,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-064,homecredit_model_stability_2024,lr,stable_core_llm_fill,mrmr_mutual_information,roc_auc,identical frozen OOT rows; 304916 aligned,-0.0584081332086791,-0.0651055539504441,-0.0517098756915505,8.28754733642604e-67,2.48626420092781e-66,True,non-positive,completed,,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-065,homecredit_model_stability_2024,lr,stable_core_llm_fill,llm,roc_auc,identical frozen OOT rows; 304916 aligned,-0.0169451250273944,-0.0242646682528564,-0.0097322302812682,7.93764494355192e-06,7.93764494355192e-06,True,non-positive,completed,,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-066,homecredit_model_stability_2024,lr,llm,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-067,homecredit_model_stability_2024,lr,stable_core_llm_fill,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-068,homecredit_model_stability_2024,catboost,llm,mrmr_mutual_information,roc_auc,identical frozen OOT rows; 304916 aligned,-0.0206325972840537,-0.0254085135295968,-0.0154237729407147,3.27208240270351e-15,3.27208240270351e-15,True,non-positive,completed,,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-069,homecredit_model_stability_2024,catboost,stable_core_llm_fill,mrmr_mutual_information,roc_auc,identical frozen OOT rows; 304916 aligned,0.0275537621893485,0.0237087744256858,0.0315974425157855,1.21750604008083e-41,2.43501208016166e-41,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-070,homecredit_model_stability_2024,catboost,stable_core_llm_fill,llm,roc_auc,identical frozen OOT rows; 304916 aligned,0.0481863594734023,0.0440856445389854,0.0524208228107712,4.73971091116845e-107,1.42191327335054e-106,True,positive,completed,,strong,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-071,homecredit_model_stability_2024,catboost,llm,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
prompt16_final_amended,p16-oot-comparison-072,homecredit_model_stability_2024,catboost,stable_core_llm_fill,full_features,roc_auc,identical frozen OOT rows; unavailable aligned,,,,,,False,unavailable,unavailable,required_oot_prediction_unavailable,not_supported,results/prompt_16_homecredit_model_stability_2024/oot_final_amended_v1/analysis/paired_inference_holm_materiality.csv,930cc9a7833a1742010f9a823c946e0b2a7f33e810cef07195ed62ce51559239
