source_table_family,relational_depth,feature_name,description,observed_dtype,logical_type,intended_aggregation,decision_time_availability,action,reason,deterministic_output_prefix
static,0,lastotherlnsexpense_631A,Monthly expenses on other loans from the last application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastotherlnsexpense_631A
static,0,lastrejectcommoditycat_161M,Category of commodity in the applicant's last rejected application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectcommoditycat_161M
static,0,lastrejectcommodtypec_5251769M,Commodity type of the last rejected application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectcommodtypec_5251769M
static,0,lastrejectcredamount_222A,Credit amount on last rejected application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectcredamount_222A
static,0,lastrejectdate_50D,Date of most recent rejected application by the applicant.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectdate_50D
static,0,lastrejectreason_759M,Reason for rejection on the most recent rejected application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectreason_759M
static,0,lastrejectreasonclient_4145040M,Reason for the client's last loan rejection.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrejectreasonclient_4145040M
static,0,lastrepayingdate_696D,Date of the last payment made by the applicant.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastrepayingdate_696D
static,0,lastst_736L,Status of the client's previous credit application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__lastst_736L
static,0,maininc_215A,Client's primary income amount.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maininc_215A
static,0,mastercontrelectronic_519L,Flag indicating the existence of the master contract for the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__mastercontrelectronic_519L
static,0,mastercontrexist_109L,Flag indicating whether or not the applicant has an existing master contract.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__mastercontrexist_109L
static,0,maxannuity_159A,Maximum annuity previously obtained by client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxannuity_159A
static,0,maxannuity_4075009A,Maximal annuity offered to the client in the current application.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxannuity_4075009A
static,0,maxdbddpdlast1m_3658939P,Maximum number of days past due in the last month. A negative value indicates the number of days before the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdbddpdlast1m_3658939P
static,0,maxdbddpdtollast12m_3658940P,Maximum number of days past due in last 12 months. A negative value implies days before due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdbddpdtollast12m_3658940P
static,0,maxdbddpdtollast6m_4187119P,Maximum number of days past due in last 6 months. This predictor takes the value as a negative number when it represents days before due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdbddpdtollast6m_4187119P
static,0,maxdebt4_972A,Maximal principal debt of the client in the history older than 4 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdebt4_972A
static,0,maxdpdfrom6mto36m_3546853P,Maximum Days Past Due (DPD) in the period ranging from 6 to 36 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdfrom6mto36m_3546853P
static,0,maxdpdinstldate_3546855D,Date of instalment on which client was most days past due.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdinstldate_3546855D
static,0,maxdpdinstlnum_3546846P,Instalment number of which client was most days past due.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdinstlnum_3546846P
static,0,maxdpdlast12m_727P,Maximum days past due in the past 12 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdlast12m_727P
static,0,maxdpdlast24m_143P,Maximal days past due in the last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdlast24m_143P
static,0,maxdpdlast3m_392P,Maximum number of days past due in last 3 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdlast3m_392P
static,0,maxdpdlast6m_474P,Maximum days past due in the last 6 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdlast6m_474P
static,0,maxdpdlast9m_1059P,Maximum days past due in last 9 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdlast9m_1059P
static,0,maxdpdtolerance_374P,Maximum number of days past due (with tolerance).,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxdpdtolerance_374P
static,0,maxinstallast24m_3658928A,Maximum instalment in the last 24 months,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxinstallast24m_3658928A
static,0,maxlnamtstart6m_4525199A,Maximum loan amount started in the last 6 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxlnamtstart6m_4525199A
static,0,maxoutstandbalancel12m_4187113A,Maximum outstanding balance in the last 12 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxoutstandbalancel12m_4187113A
static,0,maxpmtlast3m_4525190A,Maximum payment made by the client in the last 3 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__maxpmtlast3m_4525190A
static,0,mindbddpdlast24m_3658935P,Minimum days past due (or days before due) in last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__mindbddpdlast24m_3658935P
static,0,mindbdtollast24m_4525191P,Minimum days before due in last 24 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__mindbdtollast24m_4525191P
static,0,mobilephncnt_593L,Number of persons with the same mobile phone number.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__mobilephncnt_593L
static,0,monthsannuity_845L,Monthly annuity amount for the applicant.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__monthsannuity_845L
static,0,numactivecreds_622L,Number of active credits.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numactivecreds_622L
static,0,numactivecredschannel_414L,Number of active credits.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numactivecredschannel_414L
static,0,numactiverelcontr_750L,Number of active revolving credits.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numactiverelcontr_750L
static,0,numcontrs3months_479L,Number of contracts in last 3 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numcontrs3months_479L
static,0,numincomingpmts_3546848L,Number of incoming payments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numincomingpmts_3546848L
static,0,numinstlallpaidearly3d_817L,Number of instalments paid at least 3 days prior to their due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstlallpaidearly3d_817L
static,0,numinstls_657L,Number of instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstls_657L
static,0,numinstlsallpaid_934L,Number of paid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstlsallpaid_934L
static,0,numinstlswithdpd10_728L,Number of instalments that were overdue for 10 or more days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstlswithdpd10_728L
static,0,numinstlswithdpd5_4187116L,Number of instalments that were overdue by at least 5 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstlswithdpd5_4187116L
static,0,numinstlswithoutdpd_562L,Number of instalments that were not past due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstlswithoutdpd_562L
static,0,numinstmatpaidtearly2d_4499204L,Number of instalments that have been paid more than 2 days before their due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstmatpaidtearly2d_4499204L
static,0,numinstpaid_4499208L,Number of paid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaid_4499208L
static,0,numinstpaidearly3d_3546850L,Number of instalments paid more than three days before the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly3d_3546850L
static,0,numinstpaidearly3dest_4493216L,Number of instalments that have been paid more than 3 days in advance of the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly3dest_4493216L
static,0,numinstpaidearly5d_1087L,Number of instalments paid more than 5 days prior to the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly5d_1087L
static,0,numinstpaidearly5dest_4493211L,Number of instalments that were paid more than 5 days before the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly5dest_4493211L
static,0,numinstpaidearly5dobd_4499205L,Number of installments paid more than 5 days prior to the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly5dobd_4499205L
static,0,numinstpaidearly_338L,Number of installments paid prior to the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearly_338L
static,0,numinstpaidearlyest_4493214L,Number of instalments paid before the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidearlyest_4493214L
static,0,numinstpaidlastcontr_4325080L,Number of paid installments from the client's last contract.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidlastcontr_4325080L
static,0,numinstpaidlate1d_3546852L,Number of instalments paid more than 1 day past their due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstpaidlate1d_3546852L
static,0,numinstregularpaid_973L,Number of fully paid regular installments in the client's previous contracts.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstregularpaid_973L
static,0,numinstregularpaidest_4493210L,Number of fully paid regular installments on clients' previous contracts.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstregularpaidest_4493210L
static,0,numinsttopaygr_769L,Number of unpaid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinsttopaygr_769L
static,0,numinsttopaygrest_4493213L,Number of unpaid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinsttopaygrest_4493213L
static,0,numinstunpaidmax_3546851L,Maximum number of unpaid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstunpaidmax_3546851L
static,0,numinstunpaidmaxest_4493212L,Maximum number of unpaid instalments.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numinstunpaidmaxest_4493212L
static,0,numnotactivated_1143L,Number of non-activated credits.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numnotactivated_1143L
static,0,numpmtchanneldd_318L,Number of previous loan contracts for the applicant that had direct debit as payment channel.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numpmtchanneldd_318L
static,0,numrejects9m_859L,Number of credit applications that were rejected in the last 9 months.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__numrejects9m_859L
static,0,opencred_647L,Number of active loans from the previous application.,bool,boolean,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__opencred_647L
static,0,paytype1st_925L,Type of first payment of the client.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__paytype1st_925L
static,0,paytype_783L,Type of payment.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__paytype_783L
static,0,payvacationpostpone_4187118D,Date of last payment holiday instalment.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__payvacationpostpone_4187118D
static,0,pctinstlsallpaidearl3d_427L,Percentage of installments paid at least 3 days prior to the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pctinstlsallpaidearl3d_427L
static,0,pctinstlsallpaidlat10d_839L,Percentage of installments that were paid 10 or more days after the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pctinstlsallpaidlat10d_839L
static,0,pctinstlsallpaidlate1d_3546856L,Percentage of installments that are paid 1 or more days after the due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pctinstlsallpaidlate1d_3546856L
static,0,pctinstlsallpaidlate4d_3546849L,Percentage of installments that were paid 4 or more days past their due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pctinstlsallpaidlate4d_3546849L
static,0,pctinstlsallpaidlate6d_3546844L,Percentage of installments that were paid 6 or more days past their due date.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pctinstlsallpaidlate6d_3546844L
static,0,pmtnum_254L,Total number of loan payments made by the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__pmtnum_254L
static,0,posfpd10lastmonth_333P,Average FPD10 (Share of contracts with first installment past due more than 10 days) from point of sales that processed contract in the previous month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__posfpd10lastmonth_333P
static,0,posfpd30lastmonth_3976960P,Average FPD30 (Share of contracts with first installment past due more than 30 days) from point of sales that processed contract in the previous month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__posfpd30lastmonth_3976960P
static,0,posfstqpd30lastmonth_3976962P,"Average FSTPD30 (share of contracts with first, second, or third installment past due more than 30 days) from point of sale that processed contract in the last month.",double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__posfstqpd30lastmonth_3976962P
static,0,previouscontdistrict_112M,Contact district of the client's previous approved application.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__previouscontdistrict_112M
static,0,price_1097A,Credit price.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__price_1097A
static,0,sellerplacecnt_915L,Number of sellerplaces where the same client's document was used.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__sellerplacecnt_915L
static,0,sellerplacescnt_216L,Number of sellerplaces where the same client's mobile phone was used.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__sellerplacescnt_216L
static,0,sumoutstandtotal_3546847A,Sum of total outstanding amount.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__sumoutstandtotal_3546847A
static,0,sumoutstandtotalest_4493215A,Sum of total outstanding amount.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__sumoutstandtotalest_4493215A
static,0,totaldebt_9A,Total amount of debt.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__totaldebt_9A
static,0,totalsettled_863A,Sum of all payments made by the client.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__totalsettled_863A
static,0,totinstallast1m_4525188A,Total amount of monthly instalments paid in the previous month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__totinstallast1m_4525188A
static,0,twobodfilling_608L,Type of application process.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__twobodfilling_608L
static,0,typesuite_864L,Persons accompanying the client during the loan application process.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__typesuite_864L
static,0,validfrom_1069D,Date since the client has an active campaign.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static__validfrom_1069D
static_cb,0,case_id,Stable case identifier.,int64,identifier,group_key_only,structural_identifier_not_predictor,exclude,stable row/join identifier; predictor use forbidden,
static_cb,0,assignmentdate_238D,Tax authority data - date of assignment.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__assignmentdate_238D
static_cb,0,assignmentdate_4527235D,Tax authority data - Date of assignment.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__assignmentdate_4527235D
static_cb,0,assignmentdate_4955616D,Tax authority assignment date.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__assignmentdate_4955616D
static_cb,0,birthdate_574D,Client's date of birth (credit bureau data).,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__birthdate_574D
static_cb,0,contractssum_5085716L,Total sum of values of contracts retrieved from external credit bureau.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__contractssum_5085716L
static_cb,0,dateofbirth_337D,Client's date of birth.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__dateofbirth_337D
static_cb,0,dateofbirth_342D,Client's date of birth.,string,date,signed_days_relative_to_base_date_decision,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__dateofbirth_342D
static_cb,0,days120_123L,Number of credit bureau queries for the last 120 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__days120_123L
static_cb,0,days180_256L,Number of credit bureau queries for last 180 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__days180_256L
static_cb,0,days30_165L,Number of credit bureau queries for the last 30 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__days30_165L
static_cb,0,days360_512L,Number of Credit Bureau queries for last 360 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__days360_512L
static_cb,0,days90_310L,Number of credit bureau queries for the last 90 days.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__days90_310L
static_cb,0,description_5085714M,Categorization of clients by credit bureau.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__description_5085714M
static_cb,0,education_1103M,Level of education of the client provided by external source.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__education_1103M
static_cb,0,education_88M,Education level of the client.,string,categorical,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__education_88M
static_cb,0,firstquarter_103L,Number of results obtained from credit bureau in the first quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__firstquarter_103L
static_cb,0,for3years_128L,Number of rejected applications in the past 3 years.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__for3years_128L
static_cb,0,for3years_504L,Client's credit history data over the last three years.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__for3years_504L
static_cb,0,for3years_584L,Number of cancellations in the last 3 years.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__for3years_584L
static_cb,0,formonth_118L,Number of rejections in a month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__formonth_118L
static_cb,0,formonth_206L,Number of cancelations in the previous month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__formonth_206L
static_cb,0,formonth_535L,Credit history for the last month.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__formonth_535L
static_cb,0,forquarter_1017L,Number of cancellations recorded in the credit bureau in the last quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forquarter_1017L
static_cb,0,forquarter_462L,Number of credit applications that were rejected in the last quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forquarter_462L
static_cb,0,forquarter_634L,Credit history for the last quarter.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forquarter_634L
static_cb,0,fortoday_1092L,Client's credit history for today.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__fortoday_1092L
static_cb,0,forweek_1077L,Number of cancelations in the last week.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forweek_1077L
static_cb,0,forweek_528L,Credit history for the last week.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forweek_528L
static_cb,0,forweek_601L,Number of rejected applications in the last week.,double,numeric,identity_after_family_prefix,decision_time_application_or_historical_snapshot,include,officially documented application/prior-history snapshot; no post-outcome meaning identified,d0__static_cb__forweek_601L
