path,category,size_bytes,proposed_action,confidence,reason
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_2/llm/iv_prefilter/,CANONICAL_ACTIVE,362686,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_3/,REQUIRED_PENDING_ANALYSIS_INPUT,500196,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_3/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,500196,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_3/llm/iv_prefilter/,CANONICAL_ACTIVE,363056,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_4/,REQUIRED_PENDING_ANALYSIS_INPUT,501411,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_4/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,501411,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_4/llm/iv_prefilter/,CANONICAL_ACTIVE,363811,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_5/,REQUIRED_PENDING_ANALYSIS_INPUT,504483,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_5/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,504483,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/llm_responses/fold_5/llm/iv_prefilter/,CANONICAL_ACTIVE,364217,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/models/,CANONICAL_ACTIVE,47387976,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/results/,CANONICAL_ACTIVE,7128165,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,27199,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/,REQUIRED_PENDING_ANALYSIS_INPUT,57432438,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/,REQUIRED_PENDING_ANALYSIS_INPUT,57432438,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/feature_rankings/,CANONICAL_ACTIVE,466420,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/features/,CANONICAL_ACTIVE,529677,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/,REQUIRED_PENDING_ANALYSIS_INPUT,3015149,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/,CANONICAL_ACTIVE,506918,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,504948,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/llm/iv_prefilter/,CANONICAL_ACTIVE,368395,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/final_dev/statistical/,CANONICAL_ACTIVE,1970,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_1/,REQUIRED_PENDING_ANALYSIS_INPUT,495396,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_1/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,492948,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_1/llm/iv_prefilter/,CANONICAL_ACTIVE,357445,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_1/statistical/,CANONICAL_ACTIVE,2448,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_2/,REQUIRED_PENDING_ANALYSIS_INPUT,500765,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_2/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,498405,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_2/llm/iv_prefilter/,CANONICAL_ACTIVE,362686,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_2/statistical/,CANONICAL_ACTIVE,2360,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_3/,REQUIRED_PENDING_ANALYSIS_INPUT,502301,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_3/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,500196,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_3/llm/iv_prefilter/,CANONICAL_ACTIVE,363056,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_3/statistical/,CANONICAL_ACTIVE,2105,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_4/,REQUIRED_PENDING_ANALYSIS_INPUT,503439,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_4/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,501411,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_4/llm/iv_prefilter/,CANONICAL_ACTIVE,363811,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_4/statistical/,CANONICAL_ACTIVE,2028,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_5/,REQUIRED_PENDING_ANALYSIS_INPUT,506330,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_5/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,504483,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_5/llm/iv_prefilter/,CANONICAL_ACTIVE,364217,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/llm_responses/fold_5/statistical/,CANONICAL_ACTIVE,1847,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/models/,CANONICAL_ACTIVE,46009778,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/results/,CANONICAL_ACTIVE,7127540,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,22560,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,58676125,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/,REQUIRED_PENDING_ANALYSIS_INPUT,58676125,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/feature_rankings/,CANONICAL_ACTIVE,474246,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/features/,CANONICAL_ACTIVE,494878,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/,REQUIRED_PENDING_ANALYSIS_INPUT,3012569,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/final_dev/,CANONICAL_ACTIVE,511239,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/final_dev/iv_prefilter/,CANONICAL_ACTIVE,368395,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_1/,REQUIRED_PENDING_ANALYSIS_INPUT,494323,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_1/iv_prefilter/,CANONICAL_ACTIVE,357445,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_2/,REQUIRED_PENDING_ANALYSIS_INPUT,499184,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_2/iv_prefilter/,CANONICAL_ACTIVE,362686,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_3/,REQUIRED_PENDING_ANALYSIS_INPUT,499981,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_3/iv_prefilter/,CANONICAL_ACTIVE,363056,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_4/,REQUIRED_PENDING_ANALYSIS_INPUT,502357,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_4/iv_prefilter/,CANONICAL_ACTIVE,363811,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_5/,REQUIRED_PENDING_ANALYSIS_INPUT,505485,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/llm_responses/fold_5/iv_prefilter/,CANONICAL_ACTIVE,364217,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/models/,CANONICAL_ACTIVE,47531914,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/results/,CANONICAL_ACTIVE,7128769,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,17210,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/,CANONICAL_ACTIVE,209813773,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/,CANONICAL_ACTIVE,55270113,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/features/,CANONICAL_ACTIVE,24268,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/models/,CANONICAL_ACTIVE,48094897,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/results/,CANONICAL_ACTIVE,7115161,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,20991,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/,CANONICAL_ACTIVE,34112562,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/features/,CANONICAL_ACTIVE,24716,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/,REQUIRED_PENDING_ANALYSIS_INPUT,756153,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/final_dev/,CANONICAL_ACTIVE,130429,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/fold_1/,REQUIRED_PENDING_ANALYSIS_INPUT,124748,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/fold_2/,REQUIRED_PENDING_ANALYSIS_INPUT,125199,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/fold_3/,REQUIRED_PENDING_ANALYSIS_INPUT,125259,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/fold_4/,REQUIRED_PENDING_ANALYSIS_INPUT,125265,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/llm_responses/fold_5/,REQUIRED_PENDING_ANALYSIS_INPUT,125253,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/models/,CANONICAL_ACTIVE,26205183,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/results/,CANONICAL_ACTIVE,7091560,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,22800,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/,CANONICAL_ACTIVE,52697804,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/features/,CANONICAL_ACTIVE,28257,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/models/,CANONICAL_ACTIVE,45457096,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/results/,CANONICAL_ACTIVE,7126714,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,23898,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/,CANONICAL_ACTIVE,67733294,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/features/,CANONICAL_ACTIVE,13680,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/models/,CANONICAL_ACTIVE,60564835,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/results/,CANONICAL_ACTIVE,7131093,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,11763,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/final_report/,CANONICAL_ACTIVE,867373,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/final_report/appendix/,CANONICAL_ACTIVE,23067,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/final_report/plots/,CANONICAL_ACTIVE,843746,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/final_report/split_diagnostics/,CANONICAL_ACTIVE,560,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/,CANONICAL_ACTIVE,75065497,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/,CANONICAL_ACTIVE,11174628,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/,REQUIRED_PENDING_ANALYSIS_INPUT,11174628,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/feature_rankings/,CANONICAL_ACTIVE,487712,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/features/,CANONICAL_ACTIVE,521165,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/,REQUIRED_PENDING_ANALYSIS_INPUT,3010391,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/final_dev/,CANONICAL_ACTIVE,511998,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/final_dev/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,511998,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/final_dev/llm/iv_prefilter/,CANONICAL_ACTIVE,368395,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_1/,REQUIRED_PENDING_ANALYSIS_INPUT,495367,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_1/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,495367,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_1/llm/iv_prefilter/,CANONICAL_ACTIVE,357445,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_2/,REQUIRED_PENDING_ANALYSIS_INPUT,499842,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_2/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,499842,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_2/llm/iv_prefilter/,CANONICAL_ACTIVE,362686,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_3/,REQUIRED_PENDING_ANALYSIS_INPUT,500831,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_3/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,500831,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_3/llm/iv_prefilter/,CANONICAL_ACTIVE,363056,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_4/,REQUIRED_PENDING_ANALYSIS_INPUT,497682,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_4/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,497682,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_4/llm/iv_prefilter/,CANONICAL_ACTIVE,363811,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_5/,REQUIRED_PENDING_ANALYSIS_INPUT,504671,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_5/llm/,REQUIRED_PENDING_ANALYSIS_INPUT,504671,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/llm_responses/fold_5/llm/iv_prefilter/,CANONICAL_ACTIVE,364217,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/models/,CANONICAL_ACTIVE,31645,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/results/,CANONICAL_ACTIVE,7093811,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/selected_feature_sets/,REQUIRED_PENDING_ANALYSIS_INPUT,11065,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_mrmr/,CANONICAL_ACTIVE,11230595,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/,REQUIRED_PENDING_ANALYSIS_INPUT,11230595,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/feature_rankings/,CANONICAL_ACTIVE,488312,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/features/,CANONICAL_ACTIVE,524452,KEEP,HIGH,valid baseline family retained by the central registry
results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/llm_responses/,REQUIRED_PENDING_ANALYSIS_INPUT,3010391,KEEP,HIGH,"potential input to significance, drift, or LLM-cost analysis"
